id,narrative_ewe
115,"""Meɖekuku, mefrɛ ɖe mi hafi mekɔ nu siwo wòwɔ afisia Navrongo Senior High School. Ŋkɔnyé nye Abenaa, nye ŋutsu ƒe ɖoƒo aɖe. Ɛgbɔ school ƒe maintenance pickup le ɖoɖo le agbakɔ dzi do ƒo workshop ŋu, eye wòkpɔ PE ŋutsu ɖoƒoa aɖe, Fuseini, abe ame si le ɖoɖo la ene. Eɖo edzi — xexe o, gake afɔ ɖe eyi nam kaka, eye ameŋuɖeɖe aɖe le ɖe eƒe afɔ la dzi. Ele ɖo fifia la, gake médi ame aɖe va kpɔ noeƒe, efiafia Fuseini ɖe eyi la dzidzia o."""
116,"""Ŋkɔnyé nye Kwabena, meyi sukuu Opoku Ware School le Kumasi. Egbe ŋdi sia, miɖo home economics practical dzi, eye ɖevi ɖeka le klass ŋunye — Baffour — wòzɔ ƒo afɔ ɖe ɣ̃ame ɖe nɔɖi si wòɖo fii ŋutɔ le tso yeyeyeye — eye ablɔ sia xɔ veve ɖe wò ŋu, eye dzi tso wò abɔ ƒu. Asi si wòva egbe o dɔ o — agble ɖeka kukɔ le ele, nye dze wòle kɔ, eye wò ta ɖɔ na kɔ kɔ kɔ kɔ, gake mienya nane wòle dɔ nam. Ɖuɖɔla lɔ trɔ nam be mawɔ nusiwo maɖɔ na mi ko."""
117,"""Ŋkɔnyé enye Alhassan. Mekɔ wo ɖe nudzadzra bubu dzi — ɖevi afɔliƒe ŋutsu aɖe ɖe Nii ŋkɔ wɔa, akɔ dom eƒe ta ɖa Achimota Senior High School ŋutɔ afɔ ŋgɔ la si le Accra. Ebe ŋutɔ wòle aka ɖa ɣeyiɣi megbe school megbe akɔ aɖe dom egbe tegbee — eƒe ta doo ƒu ɣeyiɣi dzi wu, eye ebe eɖo edzi o ɣesiaɣi aɖe. Eƒe ɖo la hã esia nyo o, mile dzrɔ̃ egbe, medzea ŋutɔ nuxlɔ o. Wobla nu tegbee. Meɖekuku, kpe ɖe ŋuɖevi la — eɖi kpɔ ŋunye kaba kaba!"""
118,"""Ŋkɔnyem enye Naa Shormeh, meƒo wɔ telefon sia afi si neva kpɔ Naa Akorkor, ameƒonye, si wò accident wò afi Bolgatanga Senior High School. Eɖo le stairs dzi la — eɖo le dormitory ŋɔ si le etame la ƒe stairs dzi — eye edzi bena ewu ʋɔ ɖeka yi ewu ƒu, eye ewu ƒu ku ŋutɔ le eɣe dzimame kple eɣe megbe ŋu. Eɖo edzi eye etse ŋu gbɔ, gake egblɔ bena eyi nam wu dukɔ le eɣe ɖevi kpɔkpɔ ŋɔ gbɔ, eye egate ŋu ƒu agbe le teƒe wo nyuie o. Mekpea ame ŋu na eya bena eɖo megbe dzi ŋutsu ɣeyiɣi, gake mede ŋudze o bena mɔ eya wu, elabena neke ma tsi eɣe ŋɔ ko la, eya ʋɔ ta."""
119,"Meɖekuku, mefɔ ɖevi ŋunye afi a le Mfantsipim School fɔ̃ le Cape Coast — ŋkɔnyé nye Mensah, menyé house prefect. Ɣlɔ̃viwo geɖe le dorm ɔ̃ me wo ɖu ŋuti nuto, woƒe ta gblɔ̃ vɔ̃ kakaka. Nii Kwei wɔe wodui dzetɔ, abe ablɔ kakaka aɖeke, ewɔ eƒe abɔ kple eƒe ɣleti kpɔkpɔ ɖem ɖe ŋu. Eɖo edzi la, gake elo ɖo ƒu abe ame si nu eyi nam la ene, eye be ame aɖe ɖe asi ɖe eƒe akpɔkpɔ la ŋu ko, esi vɔ kaba. Mieɖi nyanya be ɣleti vɔ le eŋu alo cɔ, gake xexeme kpɔe, emegbɔna nusiwo miegblɔe o ko ɖeɖe."
120,"Meɖekuku, mele kɔŋ la me em le KNUST campus le Kumasi — ŋkɔnyé nye Owusu, mele hall football team ŋu. Mia le training le ŋdi, eye Kwabena yia ɣa ŋkeke le tackle ŋu, eye edo ƒu nyuie o le afɔ kɔŋ dzi. Afɔ kɔŋ la gbɔ vɔvɔ geɖe la fifia, eye mate ŋu ɖe afɔ le fo ŋu o. Ele dze le ƒuƒo la ŋkɔme, mia trɔ yi eye mia tsɔe fiafia le ƒuƒo ŋkɔme la dzi. Ɣleti ƒo o ka la, gake gbɔ la le yiyi le dada dada — eye Kwabena be eyi nam nyuie. Meɖekuku, ame aɖe ate ŋu aɖu be ana kpɔ eŋu nyuie à?"
121,"Meɖekuku, nudzadzra aɖe wɔ le ŋgɔyi feme Wesley Girls fe dormitory me eye meɖi la wɔm adze hã. Nyeŋu dzɔ Dzifa, mele ƒe ɖeka me. Ɖevinyɔwo eve le ŋgɔyi hoŋko gbo — wotsɔ nudzadzra ɖa ta le ŋutsu aɖe dzɔ Mfantsipim si woɖowo aɖewo, eye nuti wɔ nudodo le corridor me. Nyɔnu si kpɔ aɖe tsɔ waterbottle wɔ Efua ta dome, eye Efua edo ƒu agbɔ fom. Eɖo edzi fifia, gake eƒe ɖo le gbagbã eye ele gblɔm be eƒe ta yi ŋunye ɖe etɔ̃ame. Woɖe nyɔnu si wɔa nudzadzra la le ŋgɔyi, gake Efua nɔ nyuie o — mele ŋugbe be ame aɖe na va kpɔ e."
122,"Meɖekuku, nudzadzra gãtɔ aɖe wɔ ɖe Prempeh College afɔ fia Kumasi — nyem Asante, student. Ŋutsu aɖe si woɖe Kojo nye, eya gbɔ̃ ɖe ɖevi ŋɔ agbeve gbãa le zã gã si akɔ dzɔdzɔ wò to, be eya ade agbeme ƒu, gake ewu ƒu srõ le afɔ dzi hã. Afɔ la tia ɖe ŋkeke si mele mɔ o, eye eda gbe kpukpu, na emate ŋu si afɔ la o abe ɖe ɖeka o. Dzi le enu hã kakaa. Midzã ɖe mieɖe asi le eŋu gake afɔ la ɖa ŋku srõ — enyo be ɣleti vɔ ɖe eŋu. Meɖekuku, ame aɖe nava fiafia afɔ sia."
123,"Meɖekuku, meɖi na woƒe nuto si wòwɔ afisia University of Ghana, Legon, hall ɖeka dome. Nyeŋutsu ŋkɔ nye Nii Armah, meŋu final year student. Ɖeviwo bubu si le senior le eŋu wòle Ibrahim — fresher ɖeka — initiation wɔm, eye nudzadzra gã aɖe wòa. Wòda eƒe abɔ kple eƒe ɖevi ŋɔ dzi le gbegbe gbegbe, eye fifia de ŋgɔ la, eƒo asi ɖe eme eye mate ŋu ŋlɔ ŋutɔ ŋutɔ o. Ele gblɔm be eyi nam gbe sia gbe si eɖi ƒu agbe. Megblɔ ɖe eŋu eye mekpɔ woƒe nudzadzra la, gake ɖevi sia le akpɔkplɔ ŋu dzi. Nudzadzra aɖe le wòme gake mese ɖe agbe o. Meɖi kpɔ ŋunye — ablɔe ambulance na wo."
124,"""Meɖekuku, ƒometɔ nyem Serwa ewu ƒu afi sia Ashesi University yome mia dzɔme. Eƒu ɖo le ŋɔ la me, eye ta ŋɔ gbɔ vɔ akɔxɔ kpom bliŋ abe esi ewu ƒu la ene. Fifia la, eɖo edzi gake ebu edzi o dede, eye ɖo yi eyi nam. Ele exam dzidzi ƒe gɔme, ago eve la me, mate ŋu ɖu nuti, mate ŋu ƒu dzo wuiee — meɖi be woaɖe nyem nye ŋu si ava dom. Ta la ŋɔ vɔ la ŋutsu ŋutsu, dzi le etsotso gake kaba. Nyem nye Nhyira, mele ƒometɔe nye — meɖekuku, wòanɔ ava kpɔ etɔ nyem?"""
125,"Meɖekuku, mefrɛ le GSTS me afi Takoradi — ŋkɔnyem enye Fuseini. Egbe ŋdi sia, catering practical me, Selorm tsɔ akɔkɔ si le dzi gbogbo ɖe asi, abe xê le akɔ ƒu eye eƒo ƒo asi ƒo agbalẽ dzi. Eƒe ɣlɔ̃ le egbe dzi le blistering vɛ̃ vɛ̃ eye eyi nam nyuitɔ, ele ŋgɔ ŋu — gake eɖo edzi eye ele nya ɖo. Ameɖeɖe ɖe egba lé ŋutɔ eye eɖɔ nam be manakpe ŋutɔ. Meɖekuku, midzɔ be miaɖe nua siwo woawɔ n'etsɔ egbɔ ŋu sɔgbe kple clinic ɖe eŋuti."
